product_category_name_english,order_year,order_month,order_day,review_score
art,2018,5,23,5.0
art,2018,5,26,5.0
art,2018,5,31,1.0
art,2018,6,2,4.5
art,2018,6,3,5.0
art,2018,6,8,3.5
art,2018,6,11,4.0
art,2018,6,12,4.333333333333333
art,2018,6,13,5.0
art,2018,6,14,5.0
art,2018,6,15,4.5
art,2018,6,17,5.0
art,2018,6,18,4.0
art,2018,6,19,5.0
art,2018,6,22,3.0
art,2018,6,24,5.0
art,2018,6,25,5.0
art,2018,6,26,3.5
art,2018,6,27,3.0
art,2018,6,28,4.0
art,2018,6,30,4.0
art,2018,7,1,5.0
art,2018,7,2,3.0
art,2018,7,3,5.0
art,2018,7,5,4.0
art,2018,7,8,2.5
art,2018,7,10,5.0
art,2018,7,11,5.0
art,2018,7,12,4.25
art,2018,7,13,5.0
art,2018,7,15,3.0
art,2018,7,16,4.333333333333333
art,2018,7,26,5.0
art,2018,7,28,2.0
art,2018,7,31,1.0
art,2018,8,1,5.0
art,2018,8,2,5.0
art,2018,8,3,2.0
art,2018,8,4,5.0
art,2018,8,5,4.5
art,2018,8,6,4.5
art,2018,8,7,5.0
art,2018,8,8,5.0
art,2018,8,9,4.0
art,2018,8,12,5.0
art,2018,8,14,5.0
art,2018,8,17,1.0
art,2018,8,25,5.0
art,2018,8,27,5.0
arts_and_craftmanship,2017,5,8,5.0
arts_and_craftmanship,2017,7,12,5.0
arts_and_craftmanship,2018,4,22,4.0
arts_and_craftmanship,2018,5,6,4.0
arts_and_craftmanship,2018,7,16,4.0
arts_and_craftmanship,2018,7,17,1.0
arts_and_craftmanship,2018,7,20,1.0
arts_and_craftmanship,2018,7,23,3.6666666666666665
arts_and_craftmanship,2018,7,24,3.0
arts_and_craftmanship,2018,7,25,5.0
arts_and_craftmanship,2018,7,26,5.0
arts_and_craftmanship,2018,7,28,5.0
arts_and_craftmanship,2018,7,30,5.0
arts_and_craftmanship,2018,8,3,5.0
arts_and_craftmanship,2018,8,5,5.0
arts_and_craftmanship,2018,8,15,1.0
arts_and_craftmanship,2018,8,17,5.0
arts_and_craftmanship,2018,8,21,5.0
arts_and_craftmanship,2018,8,22,5.0
arts_and_craftmanship,2018,8,23,5.0
arts_and_craftmanship,2018,8,24,5.0
audio,2016,10,7,5.0
audio,2016,10,10,5.0
audio,2017,2,2,5.0
audio,2017,2,14,5.0
audio,2017,2,15,3.0
audio,2017,2,26,1.0
audio,2017,2,28,3.0
audio,2017,3,6,3.0
audio,2017,3,7,5.0
audio,2017,3,8,4.0
audio,2017,3,9,5.0
audio,2017,3,10,4.0
audio,2017,3,12,5.0
audio,2017,3,16,3.0
audio,2017,3,21,4.0
audio,2017,3,27,5.0
audio,2017,3,28,5.0
audio,2017,3,30,1.0
audio,2017,4,4,2.0
audio,2017,4,9,1.0
audio,2017,4,10,5.0
audio,2017,4,17,5.0
audio,2017,4,21,5.0
audio,2017,4,24,3.0
audio,2017,4,25,5.0
audio,2017,4,26,3.0
audio,2017,4,27,2.0
audio,2017,5,2,2.0
audio,2017,5,5,5.0
audio,2017,5,11,1.0
audio,2017,5,14,4.0
audio,2017,5,16,5.0
audio,2017,5,17,4.0
audio,2017,5,22,5.0
audio,2017,5,24,5.0
audio,2017,5,28,5.0
audio,2017,5,29,5.0
audio,2017,5,30,5.0
audio,2017,6,5,1.0
audio,2017,6,7,5.0
audio,2017,6,12,4.0
audio,2017,6,13,5.0
audio,2017,6,14,4.0
audio,2017,6,15,3.0
audio,2017,6,25,5.0
audio,2017,6,27,5.0
audio,2017,6,28,1.0
audio,2017,6,29,5.0
audio,2017,7,4,5.0
audio,2017,7,11,3.0
audio,2017,7,13,3.5
audio,2017,7,28,5.0
audio,2017,8,3,5.0
audio,2017,8,6,1.5
audio,2017,8,9,3.0
audio,2017,8,13,5.0
audio,2017,8,15,4.0
audio,2017,8,17,5.0
audio,2017,8,25,3.0
audio,2017,9,4,5.0
audio,2017,9,10,3.0
audio,2017,9,12,5.0
audio,2017,9,16,3.0
audio,2017,9,20,5.0
audio,2017,9,26,5.0
audio,2017,9,29,2.0
audio,2017,10,2,5.0
audio,2017,10,4,4.0
audio,2017,10,6,2.0
audio,2017,10,7,4.0
audio,2017,10,9,3.3333333333333335
audio,2017,10,10,4.0
audio,2017,10,12,4.0
audio,2017,10,15,1.0
audio,2017,10,16,4.75
audio,2017,10,17,4.0
audio,2017,10,19,4.0
audio,2017,10,21,1.0
audio,2017,10,22,5.0
audio,2017,10,25,4.0
audio,2017,10,26,2.5
audio,2017,10,27,4.5
audio,2017,10,28,5.0
audio,2017,10,31,3.0
audio,2017,11,3,1.0
audio,2017,11,4,5.0
audio,2017,11,9,3.25
audio,2017,11,10,3.5
audio,2017,11,12,4.0
audio,2017,11,14,5.0
audio,2017,11,16,5.0
audio,2017,11,17,5.0
audio,2017,11,18,5.0
audio,2017,11,22,2.0
audio,2017,11,23,4.0
audio,2017,11,24,3.3333333333333335
audio,2017,11,25,1.25
audio,2017,11,26,1.0
audio,2017,11,27,4.5
audio,2017,11,29,4.333333333333333
audio,2017,11,30,5.0
audio,2017,12,8,5.0
audio,2017,12,11,2.5
audio,2017,12,14,3.0
audio,2017,12,15,3.5
audio,2017,12,16,5.0
audio,2017,12,17,5.0
audio,2017,12,19,3.0
audio,2017,12,21,5.0
audio,2017,12,23,5.0
audio,2017,12,25,5.0
audio,2017,12,26,5.0
audio,2017,12,30,5.0
audio,2018,1,4,3.0
audio,2018,1,8,4.0
audio,2018,1,11,2.0
audio,2018,1,12,5.0
audio,2018,1,13,5.0
audio,2018,1,14,5.0
audio,2018,1,15,3.0
audio,2018,1,17,5.0
audio,2018,1,18,4.666666666666667
audio,2018,1,21,5.0
audio,2018,1,23,3.75
audio,2018,1,25,5.0
audio,2018,1,26,1.0
audio,2018,1,28,5.0
audio,2018,1,30,4.0
audio,2018,1,31,4.333333333333333
audio,2018,2,1,2.5
audio,2018,2,2,5.0
audio,2018,2,4,5.0
audio,2018,2,8,5.0
audio,2018,2,10,5.0
audio,2018,2,17,4.0
audio,2018,2,19,3.0
audio,2018,2,21,5.0
audio,2018,2,23,5.0
audio,2018,2,26,1.0
audio,2018,2,27,1.0
audio,2018,2,28,1.0
audio,2018,3,1,5.0
audio,2018,3,2,1.0
audio,2018,3,5,5.0
audio,2018,3,6,2.0
audio,2018,3,11,1.0
audio,2018,3,12,1.0
audio,2018,3,14,2.5
audio,2018,3,15,1.0
audio,2018,3,16,5.0
audio,2018,3,17,3.5
audio,2018,3,19,3.0
audio,2018,3,20,3.75
audio,2018,3,21,5.0
audio,2018,3,25,5.0
audio,2018,3,26,2.0
audio,2018,3,27,2.0
audio,2018,3,29,2.3333333333333335
audio,2018,3,30,4.0
audio,2018,3,31,3.0
audio,2018,4,1,5.0
audio,2018,4,2,5.0
audio,2018,4,3,3.8
audio,2018,4,9,4.0
audio,2018,4,10,3.0
audio,2018,4,11,3.5
audio,2018,4,14,5.0
audio,2018,4,15,4.0
audio,2018,4,16,5.0
audio,2018,4,17,5.0
audio,2018,4,20,5.0
audio,2018,4,21,5.0
audio,2018,4,22,4.5
audio,2018,4,24,1.0
audio,2018,4,25,5.0
audio,2018,4,26,5.0
audio,2018,4,27,2.5
audio,2018,4,29,5.0
audio,2018,5,1,3.0
audio,2018,5,2,5.0
audio,2018,5,7,5.0
audio,2018,5,8,3.0
audio,2018,5,9,3.0
audio,2018,5,13,5.0
audio,2018,5,14,4.5
audio,2018,5,15,2.5
audio,2018,5,16,3.0
audio,2018,5,18,5.0
audio,2018,5,21,5.0
audio,2018,5,28,4.0
audio,2018,5,31,5.0
audio,2018,6,1,5.0
audio,2018,6,3,5.0
audio,2018,6,4,4.0
audio,2018,6,11,5.0
audio,2018,6,15,4.0
audio,2018,6,16,5.0
audio,2018,6,19,5.0
audio,2018,6,22,4.5
audio,2018,6,23,3.0
audio,2018,6,24,3.6666666666666665
audio,2018,6,25,5.0
audio,2018,6,29,4.0
audio,2018,7,4,5.0
audio,2018,7,10,5.0
audio,2018,7,13,2.0
audio,2018,7,16,2.0
audio,2018,7,17,3.0
audio,2018,7,18,5.0
audio,2018,7,19,4.5
audio,2018,7,20,5.0
audio,2018,7,21,5.0
audio,2018,7,22,4.4
audio,2018,7,24,4.5
audio,2018,7,27,5.0
audio,2018,7,31,5.0
audio,2018,8,2,5.0
audio,2018,8,3,2.0
audio,2018,8,4,5.0
audio,2018,8,6,5.0
audio,2018,8,7,5.0
audio,2018,8,8,5.0
audio,2018,8,9,4.0
audio,2018,8,11,5.0
audio,2018,8,13,5.0
audio,2018,8,15,5.0
audio,2018,8,16,4.5
audio,2018,8,20,5.0
audio,2018,8,23,3.0
audio,2018,8,24,5.0
audio,2018,8,26,3.5
audio,2018,8,28,5.0
auto,2016,10,4,5.0
auto,2016,10,5,3.0
auto,2016,10,6,5.0
auto,2016,10,7,2.5
auto,2016,10,10,5.0
auto,2017,1,5,5.0
auto,2017,1,16,3.6666666666666665
auto,2017,1,17,3.0
auto,2017,1,18,5.0
auto,2017,1,19,3.3333333333333335
auto,2017,1,20,1.0
auto,2017,1,21,1.0
auto,2017,1,23,5.0
auto,2017,1,24,5.0
auto,2017,1,25,3.5
auto,2017,1,26,4.0
auto,2017,1,28,2.0
auto,2017,1,30,4.0
auto,2017,1,31,4.5
auto,2017,2,1,5.0
auto,2017,2,2,5.0
auto,2017,2,3,5.0
auto,2017,2,4,5.0
auto,2017,2,5,5.0
auto,2017,2,6,4.8
auto,2017,2,7,4.375
auto,2017,2,8,4.2
auto,2017,2,9,4.285714285714286
auto,2017,2,10,3.5
auto,2017,2,12,5.0
auto,2017,2,13,5.0
auto,2017,2,14,4.0
auto,2017,2,15,4.333333333333333
auto,2017,2,16,5.0
auto,2017,2,17,5.0
auto,2017,2,18,5.0
auto,2017,2,19,2.6666666666666665
auto,2017,2,20,4.6
auto,2017,2,21,2.6666666666666665
auto,2017,2,22,5.0
auto,2017,2,23,4.0
auto,2017,2,24,5.0
auto,2017,2,25,5.0
auto,2017,2,26,5.0
auto,2017,2,28,3.0
auto,2017,3,1,5.0
auto,2017,3,2,3.0
auto,2017,3,3,5.0
auto,2017,3,4,5.0
auto,2017,3,6,4.8
auto,2017,3,7,4.333333333333333
auto,2017,3,8,3.6666666666666665
auto,2017,3,9,4.5
auto,2017,3,10,3.0
auto,2017,3,11,3.3333333333333335
auto,2017,3,12,4.5
auto,2017,3,13,5.0
auto,2017,3,14,4.25
auto,2017,3,15,4.0
auto,2017,3,16,5.0
auto,2017,3,18,4.333333333333333
auto,2017,3,19,5.0
auto,2017,3,21,4.5
auto,2017,3,22,5.0
auto,2017,3,23,4.666666666666667
auto,2017,3,25,5.0
auto,2017,3,26,3.6666666666666665
auto,2017,3,27,4.75
auto,2017,3,28,3.5
auto,2017,3,29,4.0
auto,2017,3,30,5.0
auto,2017,3,31,5.0
auto,2017,4,1,3.6666666666666665
auto,2017,4,2,1.0
auto,2017,4,3,5.0
auto,2017,4,4,4.75
auto,2017,4,5,5.0
auto,2017,4,6,4.333333333333333
auto,2017,4,7,5.0
auto,2017,4,8,4.0
auto,2017,4,9,4.0
auto,2017,4,10,4.0
auto,2017,4,11,3.5
auto,2017,4,12,3.3333333333333335
auto,2017,4,13,4.75
auto,2017,4,14,3.0
auto,2017,4,15,4.166666666666667
auto,2017,4,16,4.666666666666667
auto,2017,4,17,5.0
auto,2017,4,19,4.2
auto,2017,4,20,4.5
auto,2017,4,21,4.0
auto,2017,4,22,5.0
auto,2017,4,23,2.0
auto,2017,4,24,4.666666666666667
auto,2017,4,25,4.0
auto,2017,4,26,3.6666666666666665
auto,2017,4,27,5.0
auto,2017,4,28,3.3333333333333335
auto,2017,4,29,3.0
auto,2017,4,30,5.0
auto,2017,5,1,1.6666666666666667
auto,2017,5,2,5.0
auto,2017,5,3,4.25
auto,2017,5,4,3.0
auto,2017,5,5,3.0
auto,2017,5,6,4.25
